,text,Sentiment,Target_type
273,"['masyarakat', 'apresiasi', 'sukses', 'vaksinasi']",positif,1
274,"['vaksin', 'yg', 'butuh']",positif,1
275,"['korps', 'jaksa', 'ri', 'dukung', 'program', 'vaksinasi', 'covid', 'patuh', 'protokol', 'sehat', 'pakai']",positif,1
276,"['ayo', 'dukung', 'program', 'nasional', 'vaksinasi', 'tekan', 'tingkat']",positif,1
277,"['vaksinasi', 'covid', 'jawa', 'barat']",positif,1
278,"['alhamdulillah', 'tokoh', 'agama', 'tokoh', 'masyarakat', 'influencer', 'sdh', 'duluan', 'insyallah', 'masyarakat']",positif,1
279,"['lindung', 'maksimal', 'bentuk', 'minggu', 'vaksinasi', 'lengkap', 'dosis', 'ya']",positif,1
280,"['presiden', 'joko', 'widodo', 'orang', 'vaksin', 'covid', 'vaksin']",positif,1
281,"['vaksinasi', 'bebas', 'pandemi', 'covid', 'disiplin', 'protokol']",positif,1
282,"['vaksinasi', 'tekan', 'sebar', 'covid', 'disiplin', 'protokol']",positif,1
283,"['vaksinasi', 'disiplin', 'protokol']",positif,1
284,"['dki', 'politis', 'pks', 'terap', 'vaksin', 'persuasif', 'main']",positif,1
285,"['yuk', 'dukung', 'penting', 'lindung', 'diri', 'kakek', 'nenek', 'anak']",positif,1
286,"['bentuk', 'ikhtiyar', 'medis', 'sia']",positif,1
287,"['perintah', 'satu', 'data', 'serta', 'vaksinasi']",positif,1
288,"['covid', 'aman']",positif,1
289,"['takut', 'sobat', 'lho', 'kena', 'covid', 'takut', 'kena', 'jarum', 'suntik']",positif,1
290,['asn'],positif,1
291,"['ngeteh', 'aebelum', 'vaksin', 'biar', 'anget', 'badan', 'nasgit', 'panas', 'legi', 'gatel', 'eh']",positif,1
292,"['sosialisasi', 'edukasi', 'kunci', 'sukses', 'vaksinasi']",positif,1
293,"['menperin', 'vaksinasi', 'salah', 'kunci', 'tumbuh']",positif,1
294,"['sinovac', 'tingkat', 'kapasitas', 'produksi', 'miliar']",positif,1
295,"['salam', 'sehat', 'alas', 'vaksinasi', 'krisis']",positif,1
296,"['tuh', 'ken', 'sedia', 'vaksin', 'tp', 'sbg', 'derita', 'asthma', 'terima', 'imun', 'dr', 'yg']",positif,1
297,"['vaksinasi', 'covid', 'gubernur', 'bal', 'harap', 'pandemi']",positif,1
298,"['presiden', 'jokowi', 'suntik', 'vaksin']",positif,1
299,"['mari', 'sukses']",positif,1
300,"['vaksin', 'covid', 'atas', 'problem', 'yg', 'panjang']",positif,1
301,"['pemkot', 'malang', 'vaksinasi', 'covid']",positif,1
302,"['sesuai', 'jadwal', 'perintah', 'pusat', 'kamis', '', '', 'banten', 'nyata']",positif,1
303,"['pakai', 'sinovac', 'china', 'turki', 'umum', 'vaksinasi', 'massal', 'turki', 'lampu', 'hijau', 'guna', 'darurat', 'vaksin']",positif,1
304,[],positif,1
305,"['vaksin', 'corona', 'masuk', 'indonesia', 'cegah', 'sebar', 'covid']",positif,1
306,['berani'],positif,1
307,[],positif,1
308,"['jawa', 'barat', 'daerah', 'sukses', 'baik', 'vaksinasi']",positif,1
309,"['mari', 'kenal', 'kerja', 'vaksin', 'sinovac', 'lawan', 'virus', 'vorona', '', 'portal']",positif,1
310,"['zed', 'stp', 'indonesia', 'sukses', 'vaksinasi', 'polres']",positif,1
311,"['sukses', 'vaksinasi', '', 'polres']",positif,1
312,"['jual', 'vaksin', 'aja', 'kali']",negatif,0
313,"['vaksin', 'sekjen', 'mui', 'sehat', 'sempurna']",positif,1
314,"['perintah', 'upaya', 'hadir', 'vaksin', 'vaksinasi', 'covid', 'tahap', 'lindung']",positif,1
315,"['ayo', 'sukses', 'program', 'vaksinasi']",positif,1
316,"['vaksin', 'gratis', 'bayar', 'harga', 'gak']",positif,1
317,"['vaksin', 'salah', 'upaya', 'standar', 'tangan', 'wabah', 'kait', 'vaksin', 'muhammadiyah']",positif,1
318,"['vaksin', 'edy', 'rahmayadi', 'kondisi', 'fisik']",positif,1
319,"['nya', 'kartu', 'rakyat', 'indonesia', 'jadwal', 'vaksinasi', 'moga', 'allah']",positif,1
320,"['perintah', 'provinsi', 'lampung', 'gelar', 'kickoff', 'vaksinasi', 'covid', 'kali', 'vaksinasi']",positif,1
321,"['covid', 'grab', 'harap', 'mitra', 'sasar']",positif,1
322,"['mari', 'lawan', 'berita', 'hoax', 'vaksin', 'covid', 'orang', 'suka', 'nyinyir', 'tentang', 'bijak']",positif,1
323,[],positif,1
324,"['ketua', 'dpr', 'ri', 'puan', 'maharani', 'harap', 'muka', 'agama', 'sukses', 'giat', 'vaksinasi']",positif,1
325,"['juang', 'lawan', 'virus', 'corona', 'mudah', 'yuk']",positif,1
326,"['pemkot', 'bandar', 'lampung', 'laksana', 'beri', 'vaksin', 'covid', 'jumat', 'januari']",positif,1
327,"['gubernur', 'gorontalo', 'cek', 'kesiap', 'lokasi', 'vaksinasi']",positif,1
328,"['turki', 'resmi', 'tuju', 'vaksin', 'buat', 'sinovac', 'langsung', 'vaksinasi']",positif,1
329,['sukses'],positif,1
330,"['beri', 'covid', 'kabupaten', 'rencana', 'jadwal', 'masuk', 'gelombong', 'jateng']",positif,1
331,"['presiden', 'ri', 'jokowi', 'joko', 'widodo', 'terima', 'sunti', 'vaksin', 'covid']",positif,1
332,['vaksin'],positif,1
333,"['vaksin', 'covid', 'produksi', 'sinovac', 'suci']",positif,1
334,"['mui', 'pasti', 'vaksin', 'covid', 'sinovac', 'halal']",positif,1
335,"['kembang', 'vaksinasi', 'covid', 'tingkat', 'sentimen', 'positif', 'prospek']",positif,1
336,"['tahap', 'vaksinasi', 'covid']",positif,1
337,"['tahap', 'beri']",positif,1
338,"['vaksinasi', 'covid', 'tahap', 'jawa', 'timur', 'prioritas', 'kota', 'sidoarjo', 'gresik']",positif,1
339,"['mnc', 'bank', 'jalan', 'prokes', 'utk', 'nyaman', 'aman', 'kecuali', 'mnc']",positif,1
340,"['vaksin', 'nya', 'bentuk', 'tablet', 'bubur', 'gak', 'sahabat', 'jarum', 'suntik']",negatif,0
341,"['sulit', 'debat', 'anggota', 'keluarga', 'anti', 'vaksinasi', 'vs', 'vaksinasi', 'alhamdulillah', 'orangtua']",positif,1
342,"['menteri', 'sehat', 'menkes', 'budi', 'gunadi', 'sadikin', 'sebut', 'juta', 'vaksin', 'covid']",positif,1
343,"['reposted', 'from', 'alhamdulilah', 'tugas', 'vaksinasi', 'jarak', 'siap', 'ayoooo', 'rame']",positif,1
344,"['kwi', 'takut', 'ragu', 'terima', 'vaksin']",positif,1
345,"['topik', 'diskusi', 'pagi', 'sukses', 'vaksinasi', 'pandemi', 'covid', 'pandang']",positif,1
346,[],positif,1
347,"['topik', 'diskusi', 'pagi', 'sukses', 'vaksinasi', 'pandemi', 'covid', 'pandang', 'kepala']",positif,1
348,"['topik', 'diskusi', 'pagi', 'sukses', 'vaksinasi', 'pandemi', 'covid', 'pandang', 'gubernur']",positif,1
349,"['vaksin', 'solusi', 'aman', 'halal', 'efektif', 'presiden', 'jokowi']",positif,1
350,"['vaksinasi', 'aman', 'uji', 'presiden']",positif,1
351,"['vaksinasi', 'indonesia', 'bebas']",positif,1
352,"['top', 'news', 'koran', 'rakyat', 'merdeka', 'juta', 'orang', 'dki', 'vaksin', 'covid', 'takut', 'ayo', 'sukses']",positif,1
353,"['vaksin', 'presiden', 'masyarakat']",positif,1
354,"['ragu', 'ayo']",positif,1
355,"['perintah', 'upaya', 'vaksin', 'cocok']",positif,1
356,['umat'],positif,1
357,"['emang', 'bener', 'ya', 'ken']",positif,1
358,"['vaksinasi', 'momentum', 'yg', 'utk', 'pandemi', 'vaksinasi', 'cegah']",positif,1
359,"['dukung', 'program', 'vaksinasi', 'patuh', 'protokol', 'sehat', 'pakai']",positif,1
360,"['pagi', 'bang', 'moga', 'sehat', 'patuh', 'prokes', 'terap', 'jga', 'sehat']",positif,1
361,"['vaksin', 'sinovac', 'aman']",positif,1
362,"['vaksin', 'gratis']",positif,1
363,"['april', 'vaksinasi']",positif,1
364,"['perintah', 'komitmen', 'tangan']",positif,1
365,"['vaksinasi', 'lawan']",positif,1
366,"['dukung', 'vaksinasi', 'legislatif']",positif,1
367,"['ayo', 'izin', 'bpom', 'badan', 'awas', 'obat', 'makan', 'fatwa', 'halal', 'mui', '', 'majelis', 'ulama']",positif,1
368,"['suluh', 'agama', 'islam', 'kec', 'sumpiuh', 'vaksin', 'sosialisasi', 'vaksinasi', 'covid']",positif,1
369,['alhamdulillah'],positif,1
370,"['vaksinasi', 'tuju', 'mestimulasi', 'sistem', 'kebal', 'tubuh', 'cegah', 'sakit', 'bentuk', 'antibodi']",positif,1
371,"['program', 'vaksinasi', 'bikin', 'saham', 'ptpp', 'terbang']",positif,1
372,"['vaksinasi', 'maksimal', 'idi', 'imbau', 'warga', 'dki', 'disiplin', 'terap']",positif,1
373,"['rapat', 'indonesia', 'tanah', 'air', 'vaksin', 'bela']",positif,1
374,"['tum', 'pb', 'idi', 'daeng', 'mohammad', 'faqih', 'vaksinasi', 'covid', 'bentuk', 'kebal', 'tubuh']",positif,1
375,"['mari', 'terap', 'pakai', 'masker', 'jaga', 'jarak', 'cuci', 'tangan']",positif,1
376,[],positif,1
377,['ayoo'],positif,1
378,"['ketua', 'komisi', 'dprd', 'provinsi', 'lampung', 'yanuar', 'irawan', 'sehat', 'hari']",positif,1
379,"['nakes', 'rsud', 'padang', 'prioritas', 'vaksinasi']",positif,1
380,"['perintah', 'china', 'dukung', 'indonesia', 'pusat', 'produksi', 'vaksin', 'regional', 'kawasan', 'asia', 'tenggara', 'baca']",positif,1
381,"['vaksinasi', 'tenaga', 'sehat', 'sms', 'blast', 'perintah', 'pusat']",positif,1
382,"['kalo', 'ikut', 'makan', 'yg', 'gizi', 'konsumsi', 'suplement', 'daya']",positif,1
383,['vaksin'],positif,1
384,"['sukses', 'program', 'vaksinasi']",positif,1
385,"['takut', 'suntik', 'vaksin', 'ya', 'benteng', 'virus']",positif,1
386,"['gw', 'bkn', 'gamau', 'vaksin', 'gw', 'gamau', 'suntik', 'doang', 'anjing', 'kalo', 'yg', 'kapsul', 'aja']",negatif,0
387,"['vaksin', 'indonesia', 'bebas']",positif,1
388,"['indonesia', 'takut', 'vaksin', 'gatakut', 'minum']",negatif,0
389,['disiplin'],positif,1
390,"['perintah', 'indonesia', 'upaya', 'tanggulang']",positif,1
391,[],positif,1
392,"['vaksin', 'aman', 'tenaga', 'sehat']",positif,1
393,"['nakes', 'vaksin', 'covid', 'sedia', 'layan', 'registrasi', 'via']",positif,1
394,"['vaksin', 'halal']",positif,1
395,"['siap', 'vaksin']",positif,1
396,['terap'],positif,1
397,"['upaya', 'lawan']",positif,1
398,[],positif,1
399,"['jaga', 'sehat', 'jalan', 'pakai', 'masker', 'cuci', 'tangan', 'jaga', 'jarak', 'salam']",positif,1
400,"['vaksinasi', 'covid', 'salah', 'upaya', 'kendali', 'virus']",positif,1
401,"['takut', 'vaksin', 'halal']",positif,1
402,"['vaksin', 'sinovac', 'suci']",positif,1
403,"['vaksin', 'covid', 'distribusi']",positif,1
404,"['masyarakat', 'ragu', 'vaksinasi']",positif,1
405,"['denda', 'jt', 'paksa', 'bayar']",negatif,0
406,"['sinovac', 'turun', 'infeksi', 'covid', 'persen']",positif,1
407,"['covid', 'nakes', 'surabaya', 'lancar', 'gejala']",positif,1
408,"['norwegia', 'buat', 'jadi', 'orang']",positif,1
409,"['takut', 'khawatir', 'ya', 'wargi', 'jabar', 'yuk', 'sukses', 'vaksinasi']",positif,1
410,"['vaksinasi', 'lindung', 'lindung', 'negeri']",positif,1
411,"['tolak', 'suntik', 'vaksin']",negatif,0
412,"['vaksin', 'sinovac', 'bukti']",positif,1
413,"['erti', 'vaksin']",positif,1
414,"['usut', 'tuntas', 'jamin', 'uji', 'klinis', 'hidup']",positif,1
415,"['henti', 'vaksinasi', 'efek', 'samping', 'serius', 'the', 'post', 'henti']",negatif,0
416,"['vaksinasi', 'covid', 'harap', 'upaya', 'lawan']",positif,1
417,['bisnis'],negatif,0
418,"['perintah', 'dekat', 'persuasif', 'vaksinasi']",positif,1
419,"['dukung', 'vaksin']",positif,1
420,"['vaksinasi', 'ikhtiar']",positif,1
421,"['indonesia', 'salah', 'negara']",positif,1
422,"['gakeslab', 'indonesia', 'dukung']",positif,1
423,"['vaksin', 'dosis', 'vaksin', 'biontech', 'pfizer', 'vaksin', 'moderna', 'lindung']",positif,1
424,"['vaksinasi', 'covid', 'laku', 'putus', 'rantai', 'tular', 'virus']",positif,1
425,"['vaksinasi', 'krisis', 'sebab', 'pandemi']",positif,1
426,"['gratis', 'vaksin', 'covid', 'masyarakat']",positif,1
427,"['program', 'vaksinasi', 'covid', 'guna', 'pulih', 'ekonomi']",positif,1
428,"['vaksinasi', 'covid', 'guna', 'pulih', 'ekonomi']",positif,1
429,"['bye', 'corona', 'selamat']",positif,1
430,"['vaksin', 'luur', 'ayo', 'bund']",positif,1
431,"['hakekat', 'ad', 'kebal', 'tubuh', 'imunitas', 'jenis', 'sakit', 'virus']",positif,1
432,"['hakekat', 'ad', 'kebal', 'tubuh', 'imunitas', 'jenis', 'sakit', 'virus']",positif,1
433,['dukung'],positif,1
434,"['yuk', 'lawan', 'pandemi']",positif,1
435,"['yuk', 'lawan', 'corona', 'vaksinasi', 'laksana', 'lupa', 'cegah']",positif,1
436,"['vaksinasi', 'jadi', 'imun', 'tubuh', 'kuat', 'bentuk', 'antibodi']",positif,1
437,"['vaksinasi', 'pulih', 'ekonomi']",positif,1
438,"['gera', 'vaksinasi', 'covid']",positif,1
439,['sertifikasi'],positif,1
440,"['sukses', 'covid', 'indonesia', 'bebas', 'virus', 'corona', 'bahaya']",positif,1
441,"['sertifikat', 'uji']",positif,1
442,"['ayu', 'dukung', 'program', 'vaksinasi', 'indonesia']",positif,1
443,['dukung'],positif,1
444,"['langsung', 'kantong', 'sertifikat']",positif,1
445,['izin'],positif,1
446,['yok'],positif,1
447,"['vaksin', 'mari', 'sukses', 'vaksinasi', 'nasional']",positif,1
448,"['vaksin', 'cek', 'daftar', 'vaksin', 'jaga', 'protokol', 'sehat']",positif,1
449,"['vaksin', 'masyarakat', 'tahap', 'kembang', 'rangkai', 'uji']",positif,1
450,"['perintah', 'sertifikat', 'kakak', 'kakak', 'vaksinasi', 'untung']",positif,1
451,"['abadi', 'dukung', 'vaksinasi', 'mandiri']",positif,1
452,"['tenaga', 'sehat', 'hinterland', 'terima', 'suntik', 'vaksinasi', 'covid']",positif,1
453,"['yuk', 'ga', 'ragu', 'uji']",positif,1
454,"['langkah', 'menang', 'lawan']",positif,1
455,"['vaksin', 'upaya', 'rang']",positif,1
456,"['sedia', 'layan', 'chatbot', 'whatsapp', 'mudah', 'terima']",positif,1
457,"['who', 'tolak', 'vaksinasi', 'syarat', 'pergi']",negatif,0
458,"['ribka', 'tjiptaning', 'vaksin', 'sinovac', 'barang', 'rongsok', 'respons']",negatif,0
459,"['okawan', 'yuk', 'kenal', 'vaksin', 'sinovac', 'pakai', 'vaksinasi', 'covid']",positif,1
460,"['nakes', 'puskesmas', 'blang', 'bintang', 'vaksinasi']",positif,1
461,"['laksana', 'vaksinasi', 'tenaga', 'sehat', 'jawa', 'jalan', 'lancar', 'tenaga']",positif,1
462,"['sayang', 'sayang', 'keluarga', 'kerabat', 'dekat', 'tangkal', 'lindung']",positif,1
463,"['masyarakat', 'terima', 'informasi', 'kait', 'covid']",positif,1
464,"['semangat', 'pagiiiiii', 'ragu', 'hubung', 'hotline', 'vaksin']",positif,1
465,"['vaksinasi', 'jalan', 'prokes', 'ojo', 'kendor']",positif,1
466,"['ayo', 'covid', 'aman', 'percaya', 'halal', 'selamat', 'tinggal', 'corona', 'indonesia']",positif,1
467,"['vaksin', 'salah', 'putus', 'rantai', 'sebar']",positif,1
468,"['optimis', 'dampak']",positif,1
469,"['mari', 'dukung', 'program']",positif,1
470,"['vaksinasi', 'covid', 'laku', 'putus', 'rantai', 'tular']",positif,1
471,"['takut', 'perintah', 'pasti', 'vaksin', 'covid']",positif,1
472,"['dukung', 'sukses', 'program', 'vaksin']",positif,1
473,"['tim', 'uji', 'klinis', 'vaksin', 'covid', 'aman']",positif,1
474,"['vaksinasi', 'jaga', 'sehat']",positif,1
475,"['tni', 'polri', 'kawal', 'laksana', 'vaksinasi', 'indonesia']",positif,1
476,"['gilir', 'vaksin', 'yuk', 'tahu', 'ampuh', 'jenis', 'vaksin', 'darat']",positif,1
477,"['ribu', 'warga', 'saudi', 'arabia', 'ekspatriat', 'terima', 'sunti', 'vaksin']",positif,1
478,"['laksana', 'sesuai']",positif,1
479,"['ikhtiar', 'jalan', 'masker', 'cuci', 'tangan', 'jaga', 'jarak', 'hindar', 'kerumun', 'kurang', 'mobiltas']",positif,1
480,"['vaksin', 'pfizer', 'efikasi', 'manjur', 'usaha', 'capai']",positif,1
481,"['vaksin', 'idi', 'imbau', 'warga', 'taat', 'protokol', 'sehat']",positif,1
482,"['efikasi', 'vaksin', 'sinovac', 'harap', 'vaksin', 'turun', 'jadi']",positif,1
483,"['vaksinasi', 'baik', 'efektif', 'lawan', 'pandemi', 'virus']",positif,1
484,"['mpu', 'alim', 'ulama', 'sepakat', 'ikut', 'fatwa', 'mui', 'vaksinasi', 'covid']",positif,1
485,"['jubir', 'perintah', 'masyarakat', 'vaksin']",positif,1
486,"['perintah', 'kota', 'bandung', 'boleh', 'idap', 'hiv', 'aids', 'ikut', 'vaksinasi']",positif,1
487,"['program', 'vaksinasi', 'covid', 'salah', 'upaya', 'perintah', 'tanggulang', 'pandemi', 'kepala', 'staf']",positif,1
488,"['papar', 'pangdam', 'hadir', 'laksana', 'vaksinasi', 'wilayah', 'jalan', 'isu']",positif,1
489,"['yogo', 'komitmen', 'sosialisasi', 'vaksinasi', 'masyarakat', 'tokoh']",positif,1
490,"['menag', 'pesantren', 'tokoh', 'agama', 'prioritas', 'vaksinasi', 'netizen', 'gak', 'vaksin']",positif,1
491,"['palestina', 'terima', 'dosis', 'vaksin', 'sputnik', 'kirim', 'gelombang']",positif,1
492,[],positif,1
493,"['vaksinasi', 'protokol', 'sehat']",positif,1
494,"['vaksin', 'salah', 'putus', 'rantai', 'sebar']",positif,1
495,"['selamat', 'pagi', 'moga', 'sehat', 'laksana', 'tingkat', 'imun', 'kurang', 'stres']",positif,1
496,"['ayojangan', 'takut', 'program']",positif,1
497,"['dukung', 'perintah', 'tangan', 'sehat', 'nasional', 'hindar', 'berita']",positif,1
498,"['pagi', 'sobbb', 'alhamdulillah', 'mui', 'vaksin', 'covid', 'suci', 'halal', 'tinggal', 'tunggu']",positif,1
499,"['vaksinasi', 'disiplin', 'protokol', 'sehat', 'bentuk', 'ikhtiar']",positif,1
500,"['vaksin', 'lho', 'lur', 'jaga', 'sehat', 'orang', 'orang', 'vaksin']",positif,1
501,"['vaksinasi', 'game']",positif,1
502,"['wartawan', 'usul', 'masuk', 'salah', 'kelompok', 'prioritas', 'vaksinasi', 'covid']",positif,1
503,"['nakes', 'sosialisasi', 'tata', 'vaksinasi']",positif,1
504,"['webinar', 'abdi', 'masyarakat', 'vaksinasi']",positif,1
505,"['vaksin', 'mending', 'pikir', 'minimal', 'mikir', 'deh', 'dr', 'pd', 'timbul', 'korban', 'jiwa', 'yg', 'gk', 'tau', 'liput', 'media']",negatif,0
506,"['perintah', 'indonesia', 'laksana', 'program', 'vaksinasi', 'cegah', 'sebar', 'covid']",positif,1
507,"['vaksin', '']",positif,1
508,"['pasok', 'aman', 'tinggal']",positif,1
509,[],positif,1
510,"['lewat', 'uji', 'coba', 'sesuai']",positif,1
511,"['langsung', 'ri', 'yg']",positif,1
512,"['sembari', 'tunggu', 'vaksinasi', 'mari', 'terap', 'protokol', 'sehat', 'aktivitas']",positif,1
513,"['sahabat', 'mata', 'beri', 'ikhtiar', 'upaya', 'tingkat', 'imunitas', 'tubuh']",positif,1
514,"['kota', 'bekas', 'vaksinasi', 'covid', 'laksana', 'tahap', 'takut', 'vaksin']",positif,1
515,"['presiden', 'djoko', 'widodo', 'widodo', 'nan', 'utara', 'kelola', 'pandemi', 'lebihlebih', 'palu', 'vaksinasi']",positif,1
516,"['cepat', 'vaksinasi', 'ganjar', 'usul', 'sistem', 'daftar']",positif,1
517,"['dpr', 'cepat', 'vaksin', 'merah', 'putih', 'andal', 'impor']",positif,1
518,"['vaksin', 'covid', 'sinovac', 'halal', 'humas']",positif,1
519,"['kendali', 'pandemi', 'vaksinasi', 'game']",positif,1
520,"['sambut', 'datang', 'vaksin', 'covid', 'dinkes', 'pijay', 'siap', 'kotak', 'cool']",positif,1
521,"['perintah', 'jamin', 'vaksin', 'gratis', 'warga', 'zona']",positif,1
522,"['dubes', 'as', 'ajak', 'gandeng', 'farmasi', 'pfizer', 'moderna', 'atas']",positif,1
523,"['utk', 'pulih', 'dunia', 'krn', 'angkara']",positif,1
524,"['apakabar', 'dunia', 'penuh', 'tipu']",negatif,0
525,"['yuk', 'kenal', 'vaksin', 'covid', 'kali']",positif,1
526,"['vaksinasi', 'covid', 'humas']",positif,1
527,[],positif,1
528,[],positif,1
529,"['aman', 'ga']",positif,1
530,"['mari', 'dukung', 'program', 'vaksinasi', 'covid', 'repost', 'from', '', 'hai', 'bpom', 'terbit']",positif,1
531,"['pandemi', 'game']",positif,1
532,"['kendali', 'pandemi']",positif,1
533,"['program', 'vaksinasi', 'disiplin', 'protokol', 'sehat', 'cepat', 'tangan', 'pandemi']",positif,1
534,"['sukses', 'indonesia', 'hilang', 'makan', 'hoax', 'ya']",positif,1
535,"['wacana', 'takut', 'vaksin', 'emg', 'msh', 'yg', 'takut']",positif,1
536,"['ikut', 'atur']",positif,1
537,"['vaksin', 'aman', 'efektif', 'hala']",positif,1
538,"['lawan', 'hoax', 'dukung', 'vaksinasi']",positif,1
539,"['vaksinasi', 'indonesia', 'sehat', 'bebas']",positif,1
540,"['perintah', 'jamin', 'vaksin', 'aman', 'efektif', 'halal']",positif,1
541,"['vaksinasi', 'nasional', 'aman']",positif,1
542,"['mui', 'keluar', 'fatwa', 'halal', 'vaksin']",positif,1
543,"['dukung', 'program', 'vaksinasi']",positif,1
544,"['ayo', 'dukung', 'program', 'vaksinasi']",positif,1
545,"['waspada', 'hoax', 'kait', 'vaksin']",positif,1
546,"['cegah', 'covid', 'dukung', 'program', 'vaksinasi']",positif,1
547,['vaksin'],positif,1
548,"['masyarakat', 'disiplin', 'protokol']",positif,1
549,"['tahu', 'sohib', 'indonesia', 'pilih', 'jd', 'slh', 'ketua', 'kerjasama']",positif,1
550,"['vaksin', 'indonesia']",positif,1
551,"['satu', 'wartawan', 'indonesia', 'pwi', 'dukung', 'rencana', 'vaksinasi', 'wartawan']",positif,1
552,"['komitmen', 'pasok', 'vaksin', 'covid', 'indonesia', 'lebih', 'target']",positif,1
553,"['vaksinasi', 'gratis', 'perintah', 'daerah', 'indonesia', 'samping']",positif,1
554,"['jokowi', 'vaksinasi', 'covid', 'mandiri', 'merek']",positif,1
555,"['airlangga', 'vaksinasi', 'mandiri', 'siap', 'regulasi', 'karyawan']",positif,1
556,"['perintah', 'fasilitas', 'pabean', 'cukai', 'paja', 'impor', 'vaksin', 'bahan', 'baku', 'vaksin']",positif,1
557,"['yuk', 'yuk', 'yuk', 'ngopi', 'yuk', 'staysafe', 'guys', 'doain', 'aje', 'cepet', 'buruburu', 'udahan', 'dah', 'nih']",positif,1
558,"['pks', 'parlemen', 'vaksinasi', 'momentum', 'benah']",positif,1
559,"['vaksin', 'covid', 'wilayah', 'kabupaten']",positif,1
560,"['nakes', 'lingkung', 'rsud', 'abdul', 'moeloek', 'provinsi', 'lampung', 'laksana', 'sunti', 'vaksinasi']",positif,1
561,"['pemko', 'lhokseumawe', 'laku', 'siap', 'datang']",positif,1
562,"['rintis', 'vaksin', 'negeri', 'kucing']",positif,1
563,"['vaksin', 'percaya', 'yg', 'ni', 'percaya', 'wujud', '', 'minat']",negatif,0
564,"['sars', 'hiv', 'sakit', 'tular', 'yg', 'keri', 'covid', 'berita', 'keri', 'covid']",negatif,0
565,"['juru', 'bicara', 'perintah', 'vaksinasi', 'covid', 'dr', 'siti', 'nadia', 'tarmizi', 'ajak', 'masyarakat', 'semangat']",positif,1
566,"['ilmuwan', 'oxford', 'kembang', 'vaksin', 'covid', 'versi']",positif,1
567,"['dukung', 'vaksin', 'merah', 'putih', 'erick', 'thohir', 'sayang', 'rp', 'triliun', 'alir']",positif,1
568,"['pelaksanana', 'vaksinasi', 'yakin', 'dampak', 'positif', 'upaya', 'bantu', 'pulih', 'ekonomi']",positif,1
569,"['menteri', 'airlangga', 'vaksinasi', 'covid', 'mandiri', 'karyawan']",positif,1
570,"['masyarakat', 'ragu']",positif,1
571,['optimis'],positif,1
572,['disiplin'],positif,1
573,"['patuh', 'prokes']",positif,1
574,"['pandemi', 'ttep', 'patuh']",positif,1
575,"['klo', 'mah', 'sya', 'ndk']",negatif,0
576,['ikhtiar'],positif,1
577,"['vaksinasi', 'covid', 'indonesia', 'rabu', '', '', 'hadir', 'vaksin', 'harap', 'bentuk']",positif,1
578,"['bebas', 'kovid', 'percaya']",positif,1
579,"['target', 'biden', 'lawan', 'covid', 'wajib', 'masker', 'vaksinasi', 'juta', 'warga']",positif,1
580,"['pasti', 'tangan', 'bersih', 'aktivitas', 'hindar']",positif,1
581,"['himbauan', 'kepala', 'daerah', 'lancar', 'program', 'vaksinasi']",positif,1
582,"['yuk', 'lancar', 'vaksinasi']",positif,1
583,"['menkes', 'syarat', 'usaha', 'vaksinasi']",positif,1
584,"['pakar', 'tidur', 'faktor', 'vaksinasi']",positif,1
585,"['fungsi', 'tubuh', 'tahan', 'lindung', 'sakit', 'infeksi']",positif,1
586,"['antibodi', 'lawan', 'sebab', 'infeksi', 'vaksinasi']",positif,1
587,"['cak', 'imin', 'ragu', 'kualitas', 'vaksin', 'covid']",positif,1
588,"['tips', 'hindar', 'batuk', 'flu', 'laku', 'vaksinasi', 'cegah', 'vaccine', 'center', 'rs', 'pku']",positif,1
589,"['vaksin', 'covid', 'tahap', 'sabtu', 'januari', 'terima', 'kasih', 'dok', 'pipi', 'dinas', 'sehat', 'kota', 'depok']",positif,1
590,"['perintah', 'tanggung', 'biaya', 'timbul', 'akibat', 'efek', 'samping', 'vaksinasi', 'covid']",positif,1
591,"['vaksin', 'orang', 'pod']",positif,1
592,"['terang', 'ahli', 'ya', 'vaksin', 'edar', 'aman', 'suci', 'halal']",positif,1
593,"['airlangga', 'vaksin', 'covid', 'mandiri', 'gratis', 'karyawan']",positif,1
594,"['alhamdulillah', 'vaksinasi', 'rsup', 'dr']",positif,1
595,"['korang', 'caya', 'kenal', 'jho', 'low', 'korang']",negatif,0
596,"['covid', 'lindung', 'tubuh']",positif,1
597,"['bio', 'farma', 'cold', 'room', 'simpan', 'vaksin', 'covid']",positif,1
598,"['pakar', 'alas', 'pakai', 'masker']",positif,1
599,"['saking', 'enak', 'vaksin', 'sampe']",positif,1
600,"['edar', 'juta', 'dosis', 'bayar']",positif,1
601,"['haha', 'btw', 'ngomong', 'kamala', 'inget', 'kelola', 'vaksin', 'gratis', 'bayar']",positif,1
602,"['hmm', 'ngomong', 'ngomong', 'pandemi', 'hebat', 'kasih', 'vaksin', 'gratis']",positif,1
603,"['numpang', 'kk', 'ngomong', 'ngomong', 'pandemi', 'hebat', 'kasih', 'vaksin', 'gratis']",positif,1
604,"['btw', 'ngomong', 'ngomong', 'pandemi', 'hebat', 'kasih', 'vaksin', 'gratis']",positif,1
605,"['moga', 'vaksinasi', 'sukses', 'ngomong', 'ngomong', 'covid', 'hebat']",positif,1
606,"['numpang', 'mas', 'ngomong', 'ngomong', 'pandemi', 'hebat', 'kasih', 'vaksin']",positif,1
